case,expert_ranking,proxy,aggregation,spearman_mean_Uni1,spearman_std_Uni1,kendall_mean_Uni1,kendall_std_Uni1,n_Uni1,spearman_mean_Uni2,spearman_std_Uni2,kendall_mean_Uni2,kendall_std_Uni2,n_Uni2,delta_spearman,abs_delta_spearman
1_violation,1-2-5-3-6-8,time_output,median,0.942857143,0,0.866666667,0,6,0.828571429,0,0.733333333,0,6,0.114285714,0.114285714
1_violation,1-2-5-3-6-8,time_syntaxBL,per_student,0.01003861,0.350696492,0.005405405,0.28342749,37,-0.081632653,0.243602013,-0.104761905,0.224971654,7,0.091671263,0.091671263
1_violation,1-2-5-3-6-8,time_syntaxBL,avg,0.028571429,0,-0.066666667,0,6,0.028571429,0,-0.066666667,0,6,0,0
1_violation,1-2-5-3-6-8,time_syntaxBL,median,-0.114285714,0.142857143,-0.133333333,0.066666667,6,-0.371428571,0.114285714,-0.266666667,0.066666667,6,0.257142857,0.257142857
1_violation,1-2-5-3-6-8,time_scaleSM,per_student,0.190733591,0.376183057,0.153153153,0.313409945,37,0.253061224,0.421140634,0.19047619,0.365892814,7,-0.062327634,0.062327634
1_violation,1-2-5-3-6-8,time_scaleSM,avg,0.6,0,0.466666667,0,6,0.314285714,0.057142857,0.266666667,0.066666667,6,0.285714286,0.285714286
1_violation,1-2-5-3-6-8,time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.485714286,0.161624407,0.4,0.127656948,6,-0.057142857,0.057142857
1_violation,1-2-5-3-6-8,time_scaleST,per_student,0.183783784,0.413801637,0.145945946,0.347565653,37,0.32244898,0.30723607,0.257142857,0.232115383,7,-0.138665196,0.138665196
1_violation,1-2-5-3-6-8,time_scaleST,avg,0.257142857,0,0.2,0,6,0.657142857,0.114285714,0.533333333,0.066666667,6,-0.4,0.4
1_violation,1-2-5-3-6-8,time_scaleST,median,0.428571429,0.208656212,0.333333333,0.180534187,6,0.2,0.211248314,0.2,0.14401646,6,0.228571429,0.228571429
1_violation,1-2-5-3-6-8,log_time_function,per_student,0.322779923,0.322282597,0.248648649,0.254520051,37,0.47755102,0.290456276,0.380952381,0.25872529,7,-0.154771098,0.154771098
1_violation,1-2-5-3-6-8,log_time_function,avg,0.885714286,0,0.733333333,0,6,0.885714286,0,0.733333333,0,6,0,0
1_violation,1-2-5-3-6-8,log_time_function,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.466666667,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-6-8,log_time_output,per_student,0.471814672,0.313380347,0.356756757,0.252894934,37,0.730612245,0.161521297,0.6,0.18516402,7,-0.258797573,0.258797573
1_violation,1-2-5-3-6-8,log_time_output,avg,0.942857143,0,0.866666667,0,6,0.942857143,0,0.866666667,0,6,0,0
1_violation,1-2-5-3-6-8,log_time_output,median,0.942857143,0,0.866666667,0,6,0.828571429,0,0.733333333,0,6,0.114285714,0.114285714
1_violation,1-2-5-3-6-8,log_time_syntaxBL,per_student,0.01003861,0.350696492,0.005405405,0.28342749,37,-0.081632653,0.243602013,-0.104761905,0.224971654,7,0.091671263,0.091671263
1_violation,1-2-5-3-6-8,log_time_syntaxBL,avg,0.028571429,0,-0.066666667,0,6,-0.257142857,0,-0.2,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-6-8,log_time_syntaxBL,median,-0.114285714,0.142857143,-0.133333333,0.066666667,6,-0.371428571,0.114285714,-0.266666667,0.066666667,6,0.257142857,0.257142857
1_violation,1-2-5-3-6-8,log_time_scaleSM,per_student,0.190733591,0.376183057,0.153153153,0.313409945,37,0.253061224,0.421140634,0.19047619,0.365892814,7,-0.062327634,0.062327634
1_violation,1-2-5-3-6-8,log_time_scaleSM,avg,0.6,0,0.466666667,0,6,0.257142857,0,0.2,0,6,0.342857143,0.342857143
1_violation,1-2-5-3-6-8,log_time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.485714286,0.161624407,0.4,0.127656948,6,-0.057142857,0.057142857
1_violation,1-2-5-3-6-8,log_time_scaleST,per_student,0.183783784,0.413801637,0.145945946,0.347565653,37,0.32244898,0.30723607,0.257142857,0.232115383,7,-0.138665196,0.138665196
1_violation,1-2-5-3-6-8,log_time_scaleST,avg,0.6,0,0.466666667,0,6,0.428571429,0,0.333333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-6-8,log_time_scaleST,median,0.428571429,0.208656212,0.333333333,0.180534187,6,0.2,0.211248314,0.2,0.14401646,6,0.228571429,0.228571429
1_violation,1-2-5-3-6-8,time_correct_function,per_student,0.273891626,0.594687589,0.232183908,0.543472781,29,0.337755102,0.66638044,0.271428571,0.624481644,7,-0.063863476,0.063863476
1_violation,1-2-5-3-6-8,time_correct_function,avg,0.771428571,0,0.6,0,6,0.942857143,0,0.866666667,0,6,-0.171428571,0.171428571
1_violation,1-2-5-3-6-8,time_correct_function,median,0.771428571,0,0.6,0,6,0.571428571,0.028571429,0.266666667,0.066666667,6,0.2,0.2
1_violation,1-2-5-3-6-8,time_correct_output,per_student,0.421428571,0.498743319,0.342222222,0.42980903,30,0.440816327,0.741066467,0.385714286,0.695531575,7,-0.019387755,0.019387755
1_violation,1-2-5-3-6-8,time_correct_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.057142857
1_violation,1-2-5-3-6-8,time_correct_output,median,0.942857143,0,0.866666667,0,6,0.942857143,0,0.866666667,0,6,0,0
1_violation,1-2-5-3-6-8,time_correct_syntaxBL,per_student,-0.111836735,0.378769462,-0.094285714,0.280983049,35,-0.135714286,0.203289278,-0.147619048,0.159221462,7,0.023877551,0.023877551
1_violation,1-2-5-3-6-8,time_correct_syntaxBL,avg,0.2,0,0.066666667,0,6,0.028571429,0,-0.066666667,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-6-8,time_correct_syntaxBL,median,-0.114285714,0.142857143,-0.133333333,0.066666667,6,-0.371428571,0.114285714,-0.266666667,0.066666667,6,0.257142857,0.257142857
1_violation,1-2-5-3-6-8,log_time_correct_function,per_student,0.273891626,0.594687589,0.232183908,0.543472781,29,0.337755102,0.66638044,0.271428571,0.624481644,7,-0.063863476,0.063863476
1_violation,1-2-5-3-6-8,log_time_correct_function,avg,0.771428571,0,0.6,0,6,0.942857143,0,0.866666667,0,6,-0.171428571,0.171428571
1_violation,1-2-5-3-6-8,log_time_correct_function,median,0.771428571,0,0.6,0,6,0.571428571,0.028571429,0.266666667,0.066666667,6,0.2,0.2
1_violation,1-2-5-3-6-8,log_time_correct_output,per_student,0.421428571,0.498743319,0.342222222,0.42980903,30,0.440816327,0.741066467,0.385714286,0.695531575,7,-0.019387755,0.019387755
1_violation,1-2-5-3-6-8,log_time_correct_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.057142857
1_violation,1-2-5-3-6-8,log_time_correct_output,median,0.942857143,0,0.866666667,0,6,0.942857143,0,0.866666667,0,6,0,0
1_violation,1-2-5-3-6-8,log_time_correct_syntaxBL,per_student,-0.111836735,0.378769462,-0.094285714,0.280983049,35,-0.135714286,0.203289278,-0.147619048,0.159221462,7,0.023877551,0.023877551
1_violation,1-2-5-3-6-8,log_time_correct_syntaxBL,avg,0.028571429,0,-0.066666667,0,6,-0.257142857,0,-0.2,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-6-8,log_time_correct_syntaxBL,median,-0.114285714,0.142857143,-0.133333333,0.066666667,6,-0.371428571,0.114285714,-0.266666667,0.066666667,6,0.257142857,0.257142857
1_violation,1-2-5-3-6-8,acc_function,per_student,0.322779923,0.413498913,0.266666667,0.330256066,37,0.114285714,0.394717303,0.085714286,0.320147358,7,0.208494208,0.208494208
1_violation,1-2-5-3-6-8,acc_function,avg,0.771428571,0,0.6,0,6,0.371428571,0,0.333333333,0,6,0.4,0.4
1_violation,1-2-5-3-6-8,acc_function,median,0.428571429,0.285714286,0.333333333,0.272165527,6,-0.142857143,0.276026224,-0.066666667,0.196261353,6,0.571428571,0.571428571
1_violation,1-2-5-3-6-8,acc_output,per_student,0.312741313,0.332398126,0.243243243,0.258531875,37,0.379591837,0.296417594,0.295238095,0.230547018,7,-0.066850524,0.066850524
1_violation,1-2-5-3-6-8,acc_output,avg,0.771428571,0,0.6,0,6,0.657142857,0.09035079,0.466666667,0.094280904,6,0.114285714,0.114285714
1_violation,1-2-5-3-6-8,acc_output,median,0.685714286,0.167413294,0.533333333,0.20727509,6,0.685714286,0.167413294,0.533333333,0.20727509,6,0,0
1_violation,1-2-5-3-6-8,acc_syntaxBL,per_student,-0.106563707,0.138648213,-0.082882883,0.107837499,37,-0.110204082,0.127252712,-0.085714286,0.098974332,7,0.003640375,0.003640375
1_violation,1-2-5-3-6-8,acc_syntaxBL,avg,-0.685714286,0.085714286,-0.533333333,0.066666667,6,-0.257142857,0.34758643,-0.2,0.272165527,6,-0.428571429,0.428571429
1_violation,1-2-5-3-6-8,acc_syntaxBL,median,0,0,0,0,6,0,0,0,0,6,0,0
1_violation,1-2-5-3-6-8,scaleSM,per_student,0.56988417,0.246045027,0.455855856,0.223815407,37,0.628571429,0.185792762,0.504761905,0.197948664,7,-0.058687259,0.058687259
1_violation,1-2-5-3-6-8,scaleSM,avg,0.657142857,0,0.6,0,6,0.885714286,0.057142857,0.8,0.066666667,6,-0.228571429,0.228571429
1_violation,1-2-5-3-6-8,scaleSM,median,0.571428571,0.170633075,0.466666667,0.14401646,6,0.428571429,0.233284737,0.333333333,0.196261353,6,0.142857143,0.142857143
1_violation,1-2-5-3-6-8,scaleST,per_student,0.569111969,0.248492721,0.457657658,0.207465566,37,0.489795918,0.160486557,0.39047619,0.139970842,7,0.079316051,0.079316051
1_violation,1-2-5-3-6-8,scaleST,avg,0.885714286,0,0.733333333,0,6,0.742857143,0.028571429,0.533333333,0.066666667,6,0.142857143,0.142857143
1_violation,1-2-5-3-6-8,scaleST,median,0.771428571,0.12344268,0.666666667,0.127656948,6,0.428571429,0.233284737,0.333333333,0.196261353,6,0.342857143,0.342857143
1_violation,1-2-5-3-7-6,readTime,per_student,0.349034749,0.367585412,0.279279279,0.317587693,37,0.542857143,0.271482272,0.466666667,0.225374468,7,-0.193822394,0.193822394
1_violation,1-2-5-3-7-6,readTime,avg,0.714285714,0,0.6,0,6,0.542857143,0,0.466666667,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-6,readTime,median,0.657142857,0,0.6,0,6,0.371428571,0,0.333333333,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-7-6,log_readTime,per_student,0.275675676,0.495638616,0.245045045,0.399715831,37,0.542857143,0.271482272,0.466666667,0.225374468,7,-0.267181467,0.267181467
1_violation,1-2-5-3-7-6,log_readTime,avg,0.714285714,0,0.6,0,6,0.542857143,0,0.466666667,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-6,log_readTime,median,0.657142857,0,0.6,0,6,0.371428571,0,0.333333333,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-7-6,time_function,per_student,0.063320463,0.44862406,0.052252252,0.329941349,37,0.33877551,0.401579555,0.295238095,0.332106586,7,-0.275455047,0.275455047
1_violation,1-2-5-3-7-6,time_function,avg,0.542857143,0,0.466666667,0,6,0.771428571,0,0.6,0,6,-0.228571429,0.228571429
1_violation,1-2-5-3-7-6,time_function,median,0.828571429,0,0.733333333,0,6,0.6,0,0.333333333,0,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-6,time_output,per_student,0.49034749,0.345773537,0.38018018,0.294438893,37,0.67755102,0.220634804,0.561904762,0.246517697,7,-0.18720353,0.18720353
1_violation,1-2-5-3-7-6,time_output,avg,1,0,1,0,6,0.828571429,0,0.733333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-6,time_output,median,1,0,1,0,6,0.828571429,0,0.733333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-6,time_syntaxBL,per_student,0.06023166,0.372927406,0.03963964,0.286412818,37,0.024489796,0.239741635,-0.00952381,0.232115383,7,0.035741864,0.035741864
1_violation,1-2-5-3-7-6,time_syntaxBL,avg,0.028571429,0,-0.066666667,0,6,0.028571429,0,-0.066666667,0,6,0,0
1_violation,1-2-5-3-7-6,time_syntaxBL,median,0.114285714,0.085714286,0,0.066666667,6,-0.114285714,0.142857143,-0.133333333,0.066666667,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-6,time_scaleSM,per_student,0.088030888,0.392391982,0.072072072,0.30741717,37,0.240816327,0.232545625,0.180952381,0.194248362,7,-0.152785438,0.152785438
1_violation,1-2-5-3-7-6,time_scaleSM,avg,0.028571429,0,-0.066666667,0,6,0.257142857,0,0.2,0,6,-0.228571429,0.228571429
1_violation,1-2-5-3-7-6,time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.657142857,0.12344268,0.533333333,0.127656948,6,-0.228571429,0.228571429
1_violation,1-2-5-3-7-6,time_scaleST,per_student,0.076447876,0.343439278,0.052252252,0.272078038,37,0.265306122,0.330284544,0.2,0.259425495,7,-0.188858246,0.188858246
1_violation,1-2-5-3-7-6,time_scaleST,avg,-0.542857143,0,-0.333333333,0,6,0.6,0,0.466666667,0,6,-1.142857143,1.142857143
1_violation,1-2-5-3-7-6,time_scaleST,median,-2.31E-18,0.305505046,-2.31E-18,0.20727509,6,0.257142857,0.080812204,0.2,0.094280904,6,-0.257142857,0.257142857
1_violation,1-2-5-3-7-6,log_time_function,per_student,0.063320463,0.44862406,0.052252252,0.329941349,37,0.33877551,0.401579555,0.295238095,0.332106586,7,-0.275455047,0.275455047
1_violation,1-2-5-3-7-6,log_time_function,avg,0.485714286,0,0.333333333,0,6,0.771428571,0,0.6,0,6,-0.285714286,0.285714286
1_violation,1-2-5-3-7-6,log_time_function,median,0.828571429,0,0.733333333,0,6,0.6,0,0.333333333,0,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-6,log_time_output,per_student,0.49034749,0.345773537,0.38018018,0.294438893,37,0.67755102,0.220634804,0.561904762,0.246517697,7,-0.18720353,0.18720353
1_violation,1-2-5-3-7-6,log_time_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.057142857
1_violation,1-2-5-3-7-6,log_time_output,median,1,0,1,0,6,0.828571429,0,0.733333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-6,log_time_syntaxBL,per_student,0.06023166,0.372927406,0.03963964,0.286412818,37,0.024489796,0.239741635,-0.00952381,0.232115383,7,0.035741864,0.035741864
1_violation,1-2-5-3-7-6,log_time_syntaxBL,avg,0.2,0,0.066666667,0,6,0.028571429,0,-0.066666667,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-6,log_time_syntaxBL,median,0.114285714,0.085714286,0,0.066666667,6,-0.114285714,0.142857143,-0.133333333,0.066666667,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-6,log_time_scaleSM,per_student,0.088030888,0.392391982,0.072072072,0.30741717,37,0.240816327,0.232545625,0.180952381,0.194248362,7,-0.152785438,0.152785438
1_violation,1-2-5-3-7-6,log_time_scaleSM,avg,0.085714286,0,0.066666667,0,6,0.485714286,0,0.333333333,0,6,-0.4,0.4
1_violation,1-2-5-3-7-6,log_time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.657142857,0.12344268,0.533333333,0.127656948,6,-0.228571429,0.228571429
1_violation,1-2-5-3-7-6,log_time_scaleST,per_student,0.076447876,0.343439278,0.052252252,0.272078038,37,0.265306122,0.330284544,0.2,0.259425495,7,-0.188858246,0.188858246
1_violation,1-2-5-3-7-6,log_time_scaleST,avg,0.085714286,0,0.066666667,0,6,0.257142857,0,0.2,0,6,-0.171428571,0.171428571
1_violation,1-2-5-3-7-6,log_time_scaleST,median,-2.31E-18,0.305505046,-2.31E-18,0.20727509,6,0.257142857,0.080812204,0.2,0.094280904,6,-0.257142857,0.257142857
1_violation,1-2-5-3-7-6,time_correct_function,per_student,0.066071429,0.615848821,0.054166667,0.535266678,32,0.38877551,0.413332068,0.30952381,0.370634071,7,-0.322704082,0.322704082
1_violation,1-2-5-3-7-6,time_correct_function,avg,0.485714286,0,0.333333333,0,6,0.885714286,0,0.733333333,0,6,-0.4,0.4
1_violation,1-2-5-3-7-6,time_correct_function,median,0.257142857,0,0.2,0,6,0.628571429,0.028571429,0.4,0.066666667,6,-0.371428571,0.371428571
1_violation,1-2-5-3-7-6,time_correct_output,per_student,0.366190476,0.511270704,0.284444444,0.457508011,30,0.741836735,0.241787216,0.642857143,0.277582698,7,-0.375646259,0.375646259
1_violation,1-2-5-3-7-6,time_correct_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.057142857
1_violation,1-2-5-3-7-6,time_correct_output,median,0.942857143,0,0.866666667,0,6,0.942857143,0,0.866666667,0,6,0,0
1_violation,1-2-5-3-7-6,time_correct_syntaxBL,per_student,0.034693878,0.352934978,0.01047619,0.261954974,35,0.079591837,0.235588358,0.033333333,0.205480467,7,-0.044897959,0.044897959
1_violation,1-2-5-3-7-6,time_correct_syntaxBL,avg,0.428571429,0,0.2,0,6,0.085714286,0,0.066666667,0,6,0.342857143,0.342857143
1_violation,1-2-5-3-7-6,time_correct_syntaxBL,median,0.028571429,0,-0.066666667,0,6,-0.2,0.213808994,-0.133333333,0.127656948,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-6,log_time_correct_function,per_student,0.066071429,0.615848821,0.054166667,0.535266678,32,0.38877551,0.413332068,0.30952381,0.370634071,7,-0.322704082,0.322704082
1_violation,1-2-5-3-7-6,log_time_correct_function,avg,0.142857143,0,0.066666667,0,6,0.942857143,0,0.866666667,0,6,-0.8,0.8
1_violation,1-2-5-3-7-6,log_time_correct_function,median,0.257142857,0,0.2,0,6,0.628571429,0.028571429,0.4,0.066666667,6,-0.371428571,0.371428571
1_violation,1-2-5-3-7-6,log_time_correct_output,per_student,0.366190476,0.511270704,0.284444444,0.457508011,30,0.741836735,0.241787216,0.642857143,0.277582698,7,-0.375646259,0.375646259
1_violation,1-2-5-3-7-6,log_time_correct_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.057142857
1_violation,1-2-5-3-7-6,log_time_correct_output,median,0.942857143,0,0.866666667,0,6,0.942857143,0,0.866666667,0,6,0,0
1_violation,1-2-5-3-7-6,log_time_correct_syntaxBL,per_student,0.034693878,0.352934978,0.01047619,0.261954974,35,0.079591837,0.235588358,0.033333333,0.205480467,7,-0.044897959,0.044897959
1_violation,1-2-5-3-7-6,log_time_correct_syntaxBL,avg,0.2,0,0.066666667,0,6,0.085714286,0,0.066666667,0,6,0.114285714,0.114285714
1_violation,1-2-5-3-7-6,log_time_correct_syntaxBL,median,0.028571429,0,-0.066666667,0,6,-0.2,0.213808994,-0.133333333,0.127656948,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-6,acc_function,per_student,0.202316602,0.411869047,0.167567568,0.331932777,37,-0.134693878,0.302261365,-0.095238095,0.24907994,7,0.33701048,0.33701048
1_violation,1-2-5-3-7-6,acc_function,avg,0.485714286,0,0.333333333,0,6,0.028571429,0,0.066666667,0,6,0.457142857,0.457142857
1_violation,1-2-5-3-7-6,acc_function,median,0.171428571,0.24633366,0.133333333,0.20727509,6,-0.514285714,0.085714286,-0.333333333,0.14401646,6,0.685714286,0.685714286
1_violation,1-2-5-3-7-6,acc_output,per_student,0.287258687,0.235132282,0.223423423,0.182880664,37,0.257142857,0.183264852,0.2,0.142539329,7,0.03011583,0.03011583
1_violation,1-2-5-3-7-6,acc_output,avg,0.828571429,0,0.733333333,0,6,0.285714286,0.170633075,0.2,0.14401646,6,0.542857143,0.542857143
1_violation,1-2-5-3-7-6,acc_output,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.428571429,0.285714286,0.333333333,0.272165527,6,0,0
1_violation,1-2-5-3-7-6,acc_syntaxBL,per_student,-0.027799228,0.198336878,-0.021621622,0.154262017,37,-0.036734694,0.164282545,-0.028571429,0.127775313,7,0.008935466,0.008935466
1_violation,1-2-5-3-7-6,acc_syntaxBL,avg,-0.257142857,0.121218305,-0.2,0.094280904,6,-0.085714286,0.265985525,-0.066666667,0.196261353,6,-0.171428571,0.171428571
1_violation,1-2-5-3-7-6,acc_syntaxBL,median,0,0,0,0,6,0,0,0,0,6,0,0
1_violation,1-2-5-3-7-6,scaleSM,per_student,0.437837838,0.24371224,0.358558559,0.213283413,37,0.465306122,0.191793308,0.380952381,0.169833852,7,-0.027468285,0.027468285
1_violation,1-2-5-3-7-6,scaleSM,avg,0.657142857,0,0.6,0,6,0.542857143,0,0.466666667,0,6,0.114285714,0.114285714
1_violation,1-2-5-3-7-6,scaleSM,median,0.571428571,0.063887656,0.466666667,0.094280904,6,0.2,0.203372919,0.2,0.14401646,6,0.371428571,0.371428571
1_violation,1-2-5-3-7-6,scaleST,per_student,0.446332046,0.209993182,0.34954955,0.176998943,37,0.236734694,0.168487897,0.19047619,0.130583897,7,0.209597352,0.209597352
1_violation,1-2-5-3-7-6,scaleST,avg,0.6,0,0.466666667,0,6,0.485714286,0,0.333333333,0,6,0.114285714,0.114285714
1_violation,1-2-5-3-7-6,scaleST,median,0.714285714,0.09035079,0.6,0.094280904,6,0.2,0.203372919,0.2,0.14401646,6,0.514285714,0.514285714
1_violation,1-2-5-3-7-8,readTime,per_student,0.249420849,0.41513818,0.198198198,0.345015641,37,0.420408163,0.433499365,0.371428571,0.324369264,7,-0.170987314,0.170987314
1_violation,1-2-5-3-7-8,readTime,avg,0.542857143,0,0.466666667,0,6,0.542857143,0,0.466666667,0,6,0,0
1_violation,1-2-5-3-7-8,readTime,median,0.371428571,0,0.333333333,0,6,0.371428571,0,0.333333333,0,6,0,0
1_violation,1-2-5-3-7-8,log_readTime,per_student,0.249420849,0.41513818,0.198198198,0.345015641,37,0.420408163,0.433499365,0.371428571,0.324369264,7,-0.170987314,0.170987314
1_violation,1-2-5-3-7-8,log_readTime,avg,0.542857143,0,0.466666667,0,6,0.542857143,0,0.466666667,0,6,0,0
1_violation,1-2-5-3-7-8,log_readTime,median,0.371428571,0,0.333333333,0,6,0.371428571,0,0.333333333,0,6,0,0
1_violation,1-2-5-3-7-8,time_function,per_student,0.28030888,0.315290625,0.21981982,0.256970039,37,0.551020408,0.340712437,0.438095238,0.261514861,7,-0.270711528,0.270711528
1_violation,1-2-5-3-7-8,time_function,avg,0.657142857,0,0.6,0,6,0.885714286,0,0.733333333,0,6,-0.228571429,0.228571429
1_violation,1-2-5-3-7-8,time_function,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.466666667,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-7-8,time_output,per_student,0.494980695,0.328264356,0.385585586,0.268969844,37,0.710204082,0.231828111,0.59047619,0.25305391,7,-0.215223387,0.215223387
1_violation,1-2-5-3-7-8,time_output,avg,1,0,1,0,6,0.828571429,0,0.733333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-8,time_output,median,1,0,1,0,6,0.828571429,0,0.733333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-8,time_syntaxBL,per_student,0.014671815,0.312322519,0.018018018,0.249755988,37,-0.155102041,0.27652873,-0.142857143,0.242810453,7,0.169773855,0.169773855
1_violation,1-2-5-3-7-8,time_syntaxBL,avg,0.028571429,0,-0.066666667,0,6,0.028571429,0,-0.066666667,0,6,0,0
1_violation,1-2-5-3-7-8,time_syntaxBL,median,-0.028571429,0.166598626,-0.066666667,0.094280904,6,-0.257142857,0,-0.2,0,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-8,time_scaleSM,per_student,0.157528958,0.361807171,0.126126126,0.301660583,37,0.07755102,0.331342102,0.057142857,0.281557057,7,0.079977937,0.079977937
1_violation,1-2-5-3-7-8,time_scaleSM,avg,0.6,0,0.466666667,0,6,-0.2,0.057142857,-0.133333333,0.066666667,6,0.8,0.8
1_violation,1-2-5-3-7-8,time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.285714286,0.21821789,0.2,0.196261353,6,0.142857143,0.142857143
1_violation,1-2-5-3-7-8,time_scaleST,per_student,0.150579151,0.421729094,0.115315315,0.336614,37,0.012244898,0.413999097,0.00952381,0.299053685,7,0.138334253,0.138334253
1_violation,1-2-5-3-7-8,time_scaleST,avg,0.257142857,0,0.2,0,6,0.485714286,0.114285714,0.4,0.066666667,6,-0.228571429,0.228571429
1_violation,1-2-5-3-7-8,time_scaleST,median,0.428571429,0.208656212,0.333333333,0.180534187,6,-0.314285714,0.211248314,-0.2,0.14401646,6,0.742857143,0.742857143
1_violation,1-2-5-3-7-8,log_time_function,per_student,0.28030888,0.315290625,0.21981982,0.256970039,37,0.551020408,0.340712437,0.438095238,0.261514861,7,-0.270711528,0.270711528
1_violation,1-2-5-3-7-8,log_time_function,avg,0.6,0,0.466666667,0,6,0.885714286,0,0.733333333,0,6,-0.285714286,0.285714286
1_violation,1-2-5-3-7-8,log_time_function,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.466666667,0,6,0.285714286,0.285714286
1_violation,1-2-5-3-7-8,log_time_output,per_student,0.494980695,0.328264356,0.385585586,0.268969844,37,0.710204082,0.231828111,0.59047619,0.25305391,7,-0.215223387,0.215223387
1_violation,1-2-5-3-7-8,log_time_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.057142857
1_violation,1-2-5-3-7-8,log_time_output,median,1,0,1,0,6,0.828571429,0,0.733333333,0,6,0.171428571,0.171428571
1_violation,1-2-5-3-7-8,log_time_syntaxBL,per_student,0.014671815,0.312322519,0.018018018,0.249755988,37,-0.155102041,0.27652873,-0.142857143,0.242810453,7,0.169773855,0.169773855
1_violation,1-2-5-3-7-8,log_time_syntaxBL,avg,0.2,0,0.066666667,0,6,-0.257142857,0,-0.2,0,6,0.457142857,0.457142857
1_violation,1-2-5-3-7-8,log_time_syntaxBL,median,-0.028571429,0.166598626,-0.066666667,0.094280904,6,-0.257142857,0,-0.2,0,6,0.228571429,0.228571429
1_violation,1-2-5-3-7-8,log_time_scaleSM,per_student,0.157528958,0.361807171,0.126126126,0.301660583,37,0.07755102,0.331342102,0.057142857,0.281557057,7,0.079977937,0.079977937
1_violation,1-2-5-3-7-8,log_time_scaleSM,avg,0.6,0,0.466666667,0,6,-0.028571429,0,-0.066666667,0,6,0.628571429,0.628571429
1_violation,1-2-5-3-7-8,log_time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.285714286,0.21821789,0.2,0.196261353,6,0.142857143,0.142857143
1_violation,1-2-5-3-7-8,log_time_scaleST,per_student,0.150579151,0.421729094,0.115315315,0.336614,37,0.012244898,0.413999097,0.00952381,0.299053685,7,0.138334253,0.138334253
1_violation,1-2-5-3-7-8,log_time_scaleST,avg,0.6,0,0.466666667,0,6,-0.085714286,0,-0.066666667,0,6,0.685714286,0.685714286
1_violation,1-2-5-3-7-8,log_time_scaleST,median,0.428571429,0.208656212,0.333333333,0.180534187,6,-0.314285714,0.211248314,-0.2,0.14401646,6,0.742857143,0.742857143
1_violation,1-2-5-3-7-8,time_correct_function,per_student,0.194196429,0.553489157,0.152083333,0.505314637,32,0.445918367,0.368391372,0.347619048,0.310584264,7,-0.251721939,0.251721939
1_violation,1-2-5-3-7-8,time_correct_function,avg,0.485714286,0,0.333333333,0,6,0.885714286,0,0.733333333,0,6,-0.4,0.4
1_violation,1-2-5-3-7-8,time_correct_function,median,0.371428571,0,0.333333333,0,6,0.571428571,0.028571429,0.266666667,0.066666667,6,-0.2,0.2
1_violation,1-2-5-3-7-8,time_correct_output,per_student,0.387619048,0.518579737,0.311111111,0.456989613,30,0.745918367,0.241045377,0.642857143,0.268277448,7,-0.35829932,0.35829932
